Total symbols: 22835

0: flag=0x54, name=wrs_kernel_text_start, address=0x40205000
5128: flag=0x54, name=WpaEAPOLLogoffAction, address=0x40369908
5129: flag=0x54, name=WpaMsgTypeSubst, address=0x4036990C
5130: flag=0x54, name=jpt_40369914, address=0x4036991C
5131: flag=0x54, name=def_40369914, address=0x40369930
5132: flag=0x54, name=GetEapolMsgType, address=0x40369978
5133: flag=0x54, name=WPAStartFor4WayExec, address=0x403699EC
5134: flag=0x54, name=wpa_rsne_sanity, address=0x40369AE0
5135: flag=0x54, name=WPA_ExtractSuiteFromRSNIE, address=0x4036A034
5136: flag=0x54, name=WPACheckAKM, address=0x4036A60C
5137: flag=0x54, name=WPACheckUcast, address=0x4036A928
5138: flag=0x54, name=WPACheckGroupCipher, address=0x4036AB28
5139: flag=0x54, name=WPAValidateRSNIE, address=0x4036AC74
5140: flag=0x54, name=WPAConstructKdeHdr, address=0x4036B038
5141: flag=0x54, name=WPAMakeRSNIE, address=0x4036B08C
5142: flag=0x54, name=RTMPCheckWPAframe, address=0x4036B7AC
5143: flag=0x54, name=jpt_4036B868, address=0x4036B870
5144: flag=0x54, name=def_4036B868, address=0x4036BA1C
5145: flag=0x54, name=PRF, address=0x4036BBA0
5146: flag=0x54, name=WpaDeriveGTK, address=0x4036BD54
5147: flag=0x54, name=WpaDerivePTK, address=0x4036BDFC
5148: flag=0x54, name=KDF_384, address=0x4036BF98
5149: flag=0x54, name=WpaDerivePTK_KDF_384, address=0x4036C10C
5150: flag=0x54, name=WPAInsertRSNIE, address=0x4036C2D0
5151: flag=0x54, name=WPAConstructEapolKeyData, address=0x4036C454
5152: flag=0x54, name=WPACalculateMIC, address=0x4036C7C0
5153: flag=0x54, name=WPAConstructEapolMsg, address=0x4036C984
5154: flag=0x54, name=WPAInstallKey, address=0x4036CE68
5155: flag=0x54, name=WPAParseEapolKeyData, address=0x4036CF80
5156: flag=0x54, name=WpaMessageSanity, address=0x4036D7EC
5157: flag=0x54, name=PeerGroupMsg2Action, address=0x4036DEC0
5158: flag=0x54, name=PeerPairMsg4Action, address=0x4036E048
5159: flag=0x54, name=ReadWPAParameterFromFile, address=0x4036E404
5160: flag=0x54, name=rtmp_chk_tkip_mic, address=0x4036EAFC
5161: flag=0x54, name=WPA_F, address=0x4036EC18
5162: flag=0x54, name=WPAPasswordHash, address=0x4036ED2C
5163: flag=0x54, name=SetWPAPSKKey, address=0x4036EDB8
5164: flag=0x54, name=MlmeDeAuthAction, address=0x4036EEA0
5165: flag=0x54, name=RTMPToWirelessSta, address=0x4036F08C
5166: flag=0x54, name=WPABuildGroupMsg2, address=0x4036F174
5167: flag=0x54, name=PeerGroupMsg1Action, address=0x4036F324
5168: flag=0x54, name=WPABuildGroupMsg1, address=0x4036F4C0
5169: flag=0x54, name=WPAStartFor2WayExec, address=0x4036F734
5170: flag=0x54, name=WPABuildPairMsg4, address=0x4036F790
5171: flag=0x54, name=PeerPairMsg3Action, address=0x4036FBE8
5172: flag=0x54, name=WPABuildPairMsg3, address=0x4036FDE8
5173: flag=0x54, name=WPABuildPairMsg2, address=0x403700CC
5174: flag=0x54, name=GenRandom, address=0x40370268
5175: flag=0x54, name=WPABuildPairMsg1, address=0x40370378
5176: flag=0x54, name=WPAHandshakeMsgRetryExec, address=0x403708A0
5177: flag=0x54, name=WpaEAPOLStartAction, address=0x40370BE8
5178: flag=0x54, name=KDF, address=0x40370DEC
5179: flag=0x54, name=WpaDerivePTK_KDF_256, address=0x40370F50
5180: flag=0x54, name=PeerPairMsg2Action, address=0x40371124
5181: flag=0x54, name=PeerPairMsg1Action, address=0x40371358
5182: flag=0x54, name=WpaStateMachineInit, address=0x40371598
5183: flag=0x54, name=WpaEAPOLKeyAction, address=0x40371658
5184: flag=0x54, name=rtmp_timer_WPAHandshakeMsgRetryExec, address=0x40371B8C
5185: flag=0x54, name=rtmp_timer_WPAStartFor2WayExec, address=0x40371BE8
5186: flag=0x54, name=rtmp_timer_WPAStartFor4WayExec, address=0x40371C44
5187: flag=0x54, name=ht_cfg_init, address=0x40371CA0
5188: flag=0x54, name=wlan_config_set_ht_bw_all, address=0x40371CF4
5189: flag=0x54, name=wlan_config_set_ext_cha, address=0x40371D24
5190: flag=0x54, name=wlan_config_set_ht_stbc, address=0x40371D30
5191: flag=0x54, name=wlan_config_set_ht_ldpc, address=0x40371D44
5192: flag=0x54, name=wlan_config_set_ht_mode, address=0x40371D58
5193: flag=0x54, name=wlan_config_set_40M_intolerant, address=0x40371D80
5194: flag=0x54, name=wlan_config_set_mmps, address=0x40371D94
5195: flag=0x54, name=wlan_config_set_edca_valid, address=0x40371DA8
5196: flag=0x54, name=wlan_config_set_edca_valid_all, address=0x40371DBC
5197: flag=0x54, name=wlan_config_set_ht_gi, address=0x40371DE4
5198: flag=0x54, name=wlan_config_set_ht_protect_en, address=0x40371DF8
5199: flag=0x54, name=wlan_config_set_amsdu_en, address=0x40371E0C
5200: flag=0x54, name=wlan_config_set_frag_thld, address=0x40371E20
5201: flag=0x54, name=wlan_config_set_rts_len_thld, address=0x40371E30
5202: flag=0x54, name=wlan_config_set_rts_pkt_thld, address=0x40371E40
5203: flag=0x54, name=wlan_config_set_min_mpdu_start_space, address=0x40371E54
5204: flag=0x54, name=wlan_config_get_ht_bw, address=0x40371E68
5205: flag=0x54, name=wlan_config_get_ext_cha, address=0x40371E74
5206: flag=0x54, name=wlan_config_get_ht_stbc, address=0x40371E80
5207: flag=0x54, name=wlan_config_get_ht_ldpc, address=0x40371E8C
5208: flag=0x54, name=wlan_config_get_ht_edca, address=0x40371E98
5209: flag=0x54, name=wlan_config_get_ht_gi, address=0x40371EAC
5210: flag=0x54, name=wlan_config_get_ht_protect_en, address=0x40371EC0
5211: flag=0x54, name=wlan_config_get_greenfield, address=0x40371ED4
5212: flag=0x54, name=wlan_config_get_amsdu_en, address=0x40371EE8
5213: flag=0x54, name=wlan_config_get_frag_thld, address=0x40371EFC
5214: flag=0x54, name=wlan_config_get_rts_len_thld, address=0x40371F10
5215: flag=0x54, name=wlan_config_get_rts_pkt_thld, address=0x40371F24
5216: flag=0x54, name=wlan_config_get_min_mpdu_start_space, address=0x40371F38
5217: flag=0x54, name=wlan_config_get_mmps, address=0x40371F4C
5218: flag=0x54, name=wlan_config_set_ht_bw, address=0x40371F60
5219: flag=0x54, name=phy_cfg_init, address=0x40371F78
5220: flag=0x54, name=wlan_config_set_cen_ch_2, address=0x40371F88
5221: flag=0x54, name=wlan_config_set_ack_policy, address=0x40371F94
5222: flag=0x54, name=wlan_config_set_ack_policy_all, address=0x40371FBC
5223: flag=0x54, name=wlan_config_set_tx_stream, address=0x40372000
5224: flag=0x54, name=wlan_config_set_rx_stream, address=0x4037200C
5225: flag=0x54, name=wlan_config_set_etxbf, address=0x40372018
5226: flag=0x54, name=wlan_config_set_itxbf, address=0x40372024
5227: flag=0x54, name=wlan_config_get_cen_ch_2, address=0x40372030
5228: flag=0x54, name=wlan_config_get_ack_policy, address=0x4037203C
5229: flag=0x54, name=wlan_config_get_tx_stream, address=0x4037204C
5230: flag=0x54, name=wlan_config_get_rx_stream, address=0x40372058
5231: flag=0x54, name=wlan_config_get_etxbf, address=0x40372064
5232: flag=0x54, name=wlan_config_get_itxbf, address=0x40372070
5233: flag=0x54, name=vht_cfg_init, address=0x4037207C
5234: flag=0x54, name=vht_op_status_init, address=0x4037209C
5235: flag=0x54, name=wlan_config_set_vht_bw, address=0x403720A0
5236: flag=0x54, name=wlan_config_set_vht_bw_all, address=0x403720AC
5237: flag=0x54, name=wlan_config_set_vht_stbc, address=0x403720DC
5238: flag=0x54, name=wlan_config_set_vht_ldpc, address=0x403720E8
5239: flag=0x54, name=wlan_config_set_vht_sgi, address=0x403720F4
5240: flag=0x54, name=wlan_config_set_vht_bw_sig, address=0x40372100
5241: flag=0x54, name=wlan_config_get_vht_bw, address=0x4037210C
5242: flag=0x54, name=wlan_config_get_vht_stbc, address=0x40372118
5243: flag=0x54, name=wlan_config_get_vht_ldpc, address=0x40372124
5244: flag=0x54, name=wlan_config_get_vht_sgi, address=0x40372130
5245: flag=0x54, name=wlan_config_get_vht_bw_sig, address=0x4037213C
5246: flag=0x54, name=vht_op_status_exit, address=0x40372148
5247: flag=0x54, name=RT_AES_KeyExpansion, address=0x40372150
5248: flag=0x54, name=RT_AES_Decrypt, address=0x403722B0
5249: flag=0x54, name=AES_Key_Unwrap, address=0x403729BC
5250: flag=0x54, name=RT_AES_Encrypt, address=0x40372C98
5251: flag=0x54, name=AES_Key_Wrap, address=0x40373344
5252: flag=0x54, name=AES_CMAC_GenerateSubKey, address=0x40373590
5253: flag=0x54, name=AES_CMAC, address=0x4037370C
5254: flag=0x54, name=RT_HMAC_MD5, address=0x40373964
5255: flag=0x54, name=RT_HMAC_SHA384, address=0x40373AC4
5256: flag=0x54, name=RT_HMAC_SHA256, address=0x40373C24
5257: flag=0x54, name=RT_HMAC_SHA1, address=0x40373D84
5258: flag=0x54, name=RT_MD5_Hash, address=0x40373EE4
5259: flag=0x54, name=RT_MD5_End, address=0x40374930
5260: flag=0x54, name=RT_MD5_Append, address=0x403749C0
5261: flag=0x54, name=RT_MD5_Init, address=0x40374A68
5262: flag=0x54, name=RT_MD5, address=0x40374AB8
5263: flag=0x54, name=RT_SHA384_Hash, address=0x40374B14
5264: flag=0x54, name=RT_SHA384_End, address=0x403753B4
5265: flag=0x54, name=RT_SHA384_Append, address=0x40375630
5266: flag=0x54, name=RT_SHA384_Init, address=0x403756D8
5267: flag=0x54, name=RT_SHA384, address=0x40375728
5268: flag=0x54, name=RT_SHA256_Hash, address=0x40375784
5269: flag=0x54, name=RT_SHA256_End, address=0x403759C0
5270: flag=0x54, name=RT_SHA256_Append, address=0x40375B74
5271: flag=0x54, name=RT_SHA256_Init, address=0x40375C1C
5272: flag=0x54, name=RT_SHA256, address=0x40375C6C
5273: flag=0x54, name=RT_SHA1_Hash, address=0x40375CC8
5274: flag=0x54, name=RT_SHA1_End, address=0x40375F70
5275: flag=0x54, name=RT_SHA1_Append, address=0x40376124
5276: flag=0x54, name=RT_SHA1_Init, address=0x403761CC
5277: flag=0x54, name=RT_SHA1, address=0x4037621C
5278: flag=0x54, name=cut_through_set_mode, address=0x40376278
5279: flag=0x54, name=cut_through_get_mode, address=0x40376298
5280: flag=0x54, name=cut_through_get_token_state, address=0x403762A0
5281: flag=0x54, name=cut_through_set_token_state, address=0x403762B4
5282: flag=0x54, name=cut_through_inc_token_full_cnt, address=0x403762CC
5283: flag=0x54, name=Set_CtLowWaterMark_Proc, address=0x403762E8
5284: flag=0x54, name=cut_through_init, address=0x40376374
5285: flag=0x54, name=cut_through_deinit, address=0x403767D8
5286: flag=0x54, name=cut_through_tx_enq, address=0x40376934
5287: flag=0x54, name=cut_through_tx_deq, address=0x40376AB8
5288: flag=0x54, name=dump_ct_token_list, address=0x40376C8C
5289: flag=0x54, name=assoc_fsm_init, address=0x40376EF4
5290: flag=0x54, name=assoc_fsm_peer_reassoc_req_action, address=0x403770E4
5291: flag=0x54, name=assoc_fsm_peer_assoc_req_action, address=0x403771D8
5292: flag=0x54, name=assoc_fsm_peer_assoc_req_reenqueue_action, address=0x403772CC
5293: flag=0x54, name=assoc_fsm_mlme_disassoc_req_timeout_action, address=0x403773D4
5294: flag=0x54, name=assoc_fsm_mlme_reassoc_req_timeout_action, address=0x403774C8
5295: flag=0x54, name=assoc_fsm_mlme_assoc_req_timeout_action, address=0x403775BC
5296: flag=0x54, name=assoc_fsm_peer_disassoc_action, address=0x403776B0
5297: flag=0x54, name=assoc_fsm_peer_reassoc_rsp_action, address=0x403777A4
5298: flag=0x54, name=assoc_fsm_peer_assoc_rsp_action, address=0x40377898
5299: flag=0x54, name=assoc_fsm_mlme_disassoc_req_action, address=0x4037798C
5300: flag=0x54, name=assoc_fsm_mlme_reassoc_req_action, address=0x40377A80
5301: flag=0x54, name=assoc_fsm_mlme_assoc_req_action, address=0x40377B74
5302: flag=0x54, name=assoc_fsm_msg_checker, address=0x40377C68
5303: flag=0x54, name=assoc_fsm_state_transition, address=0x40377CE8
5304: flag=0x54, name=assoc_fsm_reset, address=0x40377D9C
5305: flag=0x54, name=assoc_fsm_msg_invalid_state, address=0x40377DA8
5306: flag=0x54, name=auth_fsm_init, address=0x40377F34
5307: flag=0x54, name=auth_fsm_peer_auth_confirm_action, address=0x403780CC
5308: flag=0x54, name=auth_fsm_peer_auth_rsp_at_seq4_action, address=0x403781C0
5309: flag=0x54, name=auth_fsm_peer_auth_rsp_at_seq2_action, address=0x403782B4
5310: flag=0x54, name=auth_fsm_peer_auth_req_action, address=0x403783A8
5311: flag=0x54, name=auth_fsm_peer_deauth_action, address=0x4037849C
5312: flag=0x54, name=auth_fsm_auth_timeout_action, address=0x40378590
5313: flag=0x54, name=auth_fsm_mlme_auth_req_action, address=0x40378684
5314: flag=0x54, name=auth_fsm_mlme_delete_sta_action, address=0x40378778
5315: flag=0x54, name=auth_fsm_mlme_deauth_req_action, address=0x4037886C
5316: flag=0x54, name=auth_fsm_state_transition, address=0x40378960
5317: flag=0x54, name=auth_fsm_reset, address=0x40378A1C
5318: flag=0x54, name=auth_fsm_msg_invalid_state, address=0x40378A30
5319: flag=0x54, name=cntl_do_disassoc_now, address=0x40378B08
5320: flag=0x54, name=cntl_idle, address=0x40378B1C
5321: flag=0x54, name=cntl_mlme_reset_all_fsm, address=0x40378B2C
5322: flag=0x54, name=cntl_mlme_disassoc_conf, address=0x40378BAC
5323: flag=0x54, name=cntl_mlme_reassoc_conf, address=0x40378C2C
5324: flag=0x54, name=cntl_mlme_assoc_conf, address=0x40378CAC
5325: flag=0x54, name=cntl_mlme_deauth_conf, address=0x40378D2C
5326: flag=0x54, name=cntl_mlme_auth2_conf, address=0x40378DAC
5327: flag=0x54, name=cntl_mlme_auth_conf, address=0x40378E2C
5328: flag=0x54, name=cntl_mlme_join_conf, address=0x40378EAC
5329: flag=0x54, name=cntl_mlme_scan_conf, address=0x40378F2C
5330: flag=0x54, name=cntl_mlme_scan, address=0x40378FAC
5331: flag=0x54, name=cntl_mlme_disconnect, address=0x4037902C
5332: flag=0x54, name=cntl_mlme_connect, address=0x403790AC
5333: flag=0x54, name=cntl_reset_all_fsm_in_ifdown, address=0x40379130
5334: flag=0x54, name=cntl_auth_assoc_conf, address=0x403791B0
5335: flag=0x54, name=cntl_join_start_conf, address=0x40379254
5336: flag=0x54, name=cntl_scan_conf, address=0x403792D8
5337: flag=0x54, name=cntl_scan_request, address=0x40379358
5338: flag=0x54, name=cntl_disconnect_request, address=0x403793D4
5339: flag=0x54, name=cntl_connect_request, address=0x40379474
5340: flag=0x54, name=cntl_state_machine_init, address=0x403795AC
5341: flag=0x54, name=cntl_mlme_error_handle, address=0x403797A4
5342: flag=0x54, name=cntl_fsm_state_transition, address=0x403798C8
5343: flag=0x54, name=cntl_fsm_reset, address=0x40379984
5344: flag=0x54, name=cntl_fsm_msg_checker, address=0x40379998
5345: flag=0x54, name=sync_fsm_msg_pre_checker, address=0x40379AA4
5346: flag=0x54, name=sync_fsm_ops_init, address=0x40379B18
5347: flag=0x54, name=sync_fsm_wsc_scan_comp_check_action, address=0x40379B7C
5348: flag=0x54, name=sync_fsm_error_handle, address=0x40379B88
5349: flag=0x54, name=sync_fsm_msg_invalid_state, address=0x40379BE4
5350: flag=0x54, name=sync_fsm_enqueue_req, address=0x40379D00
5351: flag=0x54, name=sync_fsm_state_transition, address=0x40379DE8
5352: flag=0x54, name=sync_fsm_cancel_req_action, address=0x40379EE8
5353: flag=0x54, name=sync_fsm_init, address=0x4037A084
5354: flag=0x54, name=sync_fsm_peer_response_join_action, address=0x4037A2E4
5355: flag=0x54, name=sync_fsm_join_timeout_action, address=0x4037A6C4
5356: flag=0x54, name=sync_fsm_reset, address=0x4037A8FC
5357: flag=0x54, name=sync_fsm_scan_timeout_action, address=0x4037A934
5358: flag=0x54, name=sync_fsm_peer_response_scan_action, address=0x4037ABD8
5359: flag=0x54, name=NdisGetSystemUpTime, address=0x4037B300
5360: flag=0x54, name=sync_fsm_peer_response_idle_action, address=0x4037B418
5361: flag=0x54, name=sync_fsm_scan_req_action, address=0x4037B850
5362: flag=0x54, name=sync_fsm_join_req_action, address=0x4037BD50
5363: flag=0x54, name=sync_fsm_msg_checker, address=0x4037C420
5364: flag=0x54, name=rtmp_timer_sync_fsm_join_timeout, address=0x4037C540
5365: flag=0x54, name=rtmp_timer_sync_fsm_scan_timeout, address=0x4037C59C
5366: flag=0x54, name=sync_fsm_join_timeout, address=0x4037C5F8
5367: flag=0x54, name=sync_fsm_scan_timeout, address=0x4037C6BC
5368: flag=0x54, name=sync_fsm_peer_request_idle_action, address=0x4037C7C4
5369: flag=0x54, name=StaRecUpdateRaInfo, address=0x4037CA2C
5370: flag=0x54, name=bssUpdateSyncModeCtrl, address=0x4037CA34
5371: flag=0x54, name=CmdExtGeneralTestRsp, address=0x4037CAAC
5372: flag=0x54, name=CmdRxHdrTransBLUpdateRsp, address=0x4037CB9C
5373: flag=0x54, name=CmdRxHdrTransUpdateRsp, address=0x4037CC9C
5374: flag=0x54, name=bssUpdateBmcMngRate, address=0x4037CD9C
5375: flag=0x54, name=bssUpdateRssiRmDetParams, address=0x4037CE7C
5376: flag=0x54, name=pmUpdateBssUapsd, address=0x4037CF58
5377: flag=0x54, name=pmUpdateBssInfoPM, address=0x4037D024
5378: flag=0x54, name=bssUpdateChannel, address=0x4037D154
5379: flag=0x54, name=bssConnectOwnDev, address=0x4037D220
5380: flag=0x54, name=StaRecUpdateApPs, address=0x4037D2EC
5381: flag=0x54, name=CmdExtBssInfoUpdateRsp, address=0x4037D410
5382: flag=0x54, name=CmdExtStaRecUpdateRsp, address=0x4037D5AC
5383: flag=0x54, name=CmdExtDevInfoUpdateRsp, address=0x4037D778
5384: flag=0x54, name=EventExtCmdResult, address=0x4037D914
5385: flag=0x54, name=CmdExtSER, address=0x4037DAAC
5386: flag=0x54, name=CmdExtGeneralTestAPPWS, address=0x4037DBFC
5387: flag=0x54, name=CmdExtGeneralTestMode, address=0x4037DD5C
5388: flag=0x54, name=CmdExtGeneralTestOn, address=0x4037DF08
5389: flag=0x54, name=CmdRxHdrTransBLUpdate, address=0x4037E0A4
5390: flag=0x54, name=CmdMcastCloneEnable, address=0x4037E1D0
5391: flag=0x54, name=CmdAutoBATrigger, address=0x4037E324
5392: flag=0x54, name=CmdRxHdrTransUpdate, address=0x4037E444
5393: flag=0x54, name=CmdExtBssInfoUpdate, address=0x4037E598
5394: flag=0x54, name=bssUpdateHwAmsdu, address=0x4037E76C
5395: flag=0x54, name=StaRecUpdateTxProc, address=0x4037E7E8
5396: flag=0x54, name=StaRecUpdateHwAmsdu, address=0x4037E988
5397: flag=0x54, name=StaRecUpdateAmsdu, address=0x4037EA10
5398: flag=0x54, name=CmdInitAccessRegRead, address=0x4037EA8C
5399: flag=0x54, name=CmdInitAccessRegWrite, address=0x4037EC00
5400: flag=0x54, name=CmdExtSetTmrCR, address=0x4037ED74
5401: flag=0x54, name=bssUpdateRA, address=0x4037EF30
5402: flag=0x54, name=bssUpdateExtBssInfo, address=0x4037EF90
5403: flag=0x54, name=bssUpdateBssInfoBasic, address=0x4037F068
5404: flag=0x54, name=StaRecUpdateVhtInfo, address=0x4037F20C
5405: flag=0x54, name=StaRecUpdateHtInfo, address=0x4037F2A8
5406: flag=0x54, name=CmdExtDevInfoUpdate, address=0x4037F31C
5407: flag=0x54, name=CmdExtWtblUpdateCb, address=0x4037F520
5408: flag=0x54, name=pTlvAppend, address=0x4037F660
5409: flag=0x54, name=CmdInitAccessRegReadCb, address=0x4037F78C
5410: flag=0x54, name=CmdExtStaRecAADOmUpdate, address=0x4037F7B0
5411: flag=0x54, name=CmdExtStaRecBaUpdate, address=0x4037FA34
5412: flag=0x54, name=CmdExtStaRecUpdate, address=0x4037FDC0
5413: flag=0x54, name=StaRecUpdateWtbl, address=0x40380448
5414: flag=0x54, name=StaRecUpdateSecKey, address=0x40380AE4
5415: flag=0x54, name=StaRecUpdateBf, address=0x40380BAC
5416: flag=0x54, name=StaRecUpdateRaUpdate, address=0x40380C08
5417: flag=0x54, name=StaRecUpdateRa, address=0x40380C88
5418: flag=0x54, name=StaRecUpdateBasic, address=0x40380CF4
5419: flag=0x54, name=CmdExtWtblUpdate, address=0x40380E98
5420: flag=0x54, name=jpt_4038121C, address=0x40381224
5421: flag=0x54, name=def_4038121C, address=0x40381A00
5422: flag=0x54, name=WtblDwSet, address=0x40381C50
5423: flag=0x54, name=CmdIORead32, address=0x40381CCC
5424: flag=0x54, name=CmdIOWrite32, address=0x40381D34
5425: flag=0x54, name=img_get_8bit, address=0x40381D98
5426: flag=0x54, name=img_get_16bit, address=0x40381DC4
5427: flag=0x54, name=img_get_32bit, address=0x40381E14
5428: flag=0x54, name=mt_restart_fw, address=0x40381E78
5429: flag=0x54, name=mt_fwdl_hook_init, address=0x40381EB0
5430: flag=0x54, name=show_fw_info_cpu, address=0x40382014
5431: flag=0x54, name=show_fw_info, address=0x40382648
5432: flag=0x54, name=show_patch_info_cpu, address=0x403826F0
5433: flag=0x54, name=show_patch_info, address=0x40382A70
5434: flag=0x54, name=mt_load_fw, address=0x40382B18
5435: flag=0x54, name=mt_load_patch, address=0x40382D68
5436: flag=0x54, name=free_fw_target, address=0x40382F88
5437: flag=0x54, name=ctrl_fw_state_v2, address=0x40382FB0
5438: flag=0x54, name=jpt_40382FE4, address=0x40382FEC
5439: flag=0x54, name=def_40382FE4, address=0x403830F8
5440: flag=0x54, name=load_code, address=0x403831BC
5441: flag=0x54, name=alloc_fw_target, address=0x403832A8
5442: flag=0x54, name=parse_fw_v3, address=0x403832C0
5443: flag=0x54, name=parse_fw_v2, address=0x40383ADC
5444: flag=0x54, name=parse_fw_v1, address=0x40383F58
5445: flag=0x54, name=parse_patch_v1, address=0x40384114
5446: flag=0x54, name=MtCmdFwScatters, address=0x40384300
5447: flag=0x54, name=load_fw_v2_compressimg, address=0x403843D8
5448: flag=0x54, name=load_fw_v1, address=0x403847A8
5449: flag=0x54, name=load_patch_v1, address=0x40384958
5450: flag=0x54, name=HcSetAllSupportedBandsRadioOff, address=0x40384C80
5451: flag=0x54, name=HcSetAllSupportedBandsRadioOn, address=0x40384CC4
5452: flag=0x54, name=IsHcAllSupportedBandsRadioOff, address=0x40384D08
5453: flag=0x54, name=HcGetChannelByRf, address=0x40384D5C
5454: flag=0x54, name=HcGetRadioChannel, address=0x40384DBC
5455: flag=0x54, name=HcGetRadioPhyModeByBandIdx, address=0x40384DD4
5456: flag=0x54, name=HcGetRadioRfIC, address=0x40384DFC
5457: flag=0x54, name=HcIsRfSupport, address=0x40384E10
5458: flag=0x54, name=HcGetQloadCtrlByRf, address=0x40384E6C
5459: flag=0x54, name=HcGetQloadCtrl, address=0x40384EC8
5460: flag=0x54, name=HcGetAutoChCtrl, address=0x40384EE0
5461: flag=0x54, name=HcGetAutoChCtrlbyBandIdx, address=0x40384EF4
5462: flag=0x54, name=HcGetAmountOfBand, address=0x40384F18
5463: flag=0x54, name=hc_obj_init, address=0x40384F30
5464: flag=0x54, name=hc_obj_exit, address=0x40384F64
5465: flag=0x54, name=hc_get_chip_cap, address=0x40384F78
5466: flag=0x54, name=hc_get_chip_ops, address=0x40384F84
5467: flag=0x54, name=hc_set_ChCtrlFlags_CAP, address=0x40384F90
5468: flag=0x54, name=hc_set_ChCtrlChListStat, address=0x40384FAC
5469: flag=0x54, name=hc_get_channel_ctrl, address=0x40384FB8
5470: flag=0x54, name=hc_check_ChCtrlChListStat, address=0x40384FD0
5471: flag=0x54, name=hc_get_chip_dbg, address=0x40384FE4
5472: flag=0x54, name=hc_get_hif_type, address=0x40384FF0
5473: flag=0x54, name=hc_get_asic_cap, address=0x40384FF8
5474: flag=0x54, name=hc_get_chip_bcn_max_num, address=0x40385000
5475: flag=0x54, name=hc_get_hif_ctrl, address=0x40385008
5476: flag=0x54, name=hc_get_mcu_ctrl, address=0x40385014
5477: flag=0x54, name=hc_get_arch_ops, address=0x40385020
5478: flag=0x54, name=hc_get_io_ops, address=0x4038502C
5479: flag=0x54, name=hc_get_hdev_privdata, address=0x40385038
5480: flag=0x54, name=hc_set_ChCtrl, address=0x40385044
5481: flag=0x54, name=hc_register_chip_ops, address=0x4038507C
5482: flag=0x54, name=hc_radio_query_by_rf, address=0x4038508C
5483: flag=0x54, name=hc_radio_query_by_index, address=0x40385144
5484: flag=0x54, name=hc_radio_query_by_channel, address=0x403851BC
5485: flag=0x54, name=HcIsRadioAcq, address=0x40385270
5486: flag=0x54, name=hc_radio_query_by_wdev, address=0x40385288
5487: flag=0x54, name=HcGetOmacIdx, address=0x40385364
5488: flag=0x54, name=hc_reset_radio, address=0x403853F0
5489: flag=0x54, name=HcUpdateMSDUTxAllow, address=0x4038548C
5490: flag=0x54, name=hc_radio_res_request, address=0x40385510
5491: flag=0x54, name=HcWtblRecDump, address=0x40385804
5492: flag=0x54, name=HcReleaseUcastWcid, address=0x40385814
5493: flag=0x54, name=HcAcquireUcastWcid, address=0x403858C4
5494: flag=0x54, name=HcGetWcidLinkType, address=0x4038596C
5495: flag=0x54, name=HcReleaseGroupKeyWcid, address=0x40385990
5496: flag=0x54, name=HcAcquireGroupKeyWcid, address=0x40385A34
5497: flag=0x54, name=HcSetMaxStaNum, address=0x40385AE0
5498: flag=0x54, name=HcGetMaxStaNum, address=0x40385B1C
5499: flag=0x54, name=HcGetEdca, address=0x40385B48
5500: flag=0x54, name=HcGetBandByChannel, address=0x40385BF4
5501: flag=0x54, name=HcGetBandByWdev, address=0x40385C90
5502: flag=0x54, name=hc_set_rrm_init, address=0x40385CF8
5503: flag=0x54, name=HcGetBandInfoByChannel, address=0x40385D94
5504: flag=0x54, name=HcGetWmmIdx, address=0x40385E18
5505: flag=0x54, name=HcGetBcnQueueIdx, address=0x40385EA8
5506: flag=0x54, name=HcGetMgmtQueueIdx, address=0x40385F38
5507: flag=0x54, name=HcGetBw, address=0x40385FD0
5508: flag=0x54, name=HcSetEdca, address=0x40386068
5509: flag=0x54, name=HcReleaseEdca, address=0x403860F0
5510: flag=0x54, name=HcAcquiredEdca, address=0x40386178
5511: flag=0x54, name=hc_show_hdev_obj, address=0x4038621C
5512: flag=0x54, name=hc_show_radio_info, address=0x40386248
5513: flag=0x54, name=hc_show_edca_info, address=0x40386258
5514: flag=0x54, name=HcShowBandInfo, address=0x40386264
5515: flag=0x54, name=jpt_40386314, address=0x4038631C
5516: flag=0x54, name=def_40386314, address=0x403863BC
5517: flag=0x54, name=HcUpdateCsaCntByChannel, address=0x403864B4
5518: flag=0x54, name=HcRadioInit, address=0x403865BC
5519: flag=0x54, name=HcIsBfCapSupport, address=0x403865E8
5520: flag=0x54, name=IsHcRadioCurStatOffByChannel, address=0x40386628
5521: flag=0x54, name=IsHcRadioCurStatOffByWdev, address=0x403866CC
5522: flag=0x54, name=HcSetRadioCurStatByWdev, address=0x4038676C
5523: flag=0x54, name=HcReleaseRadioForWdev, address=0x403867F4
5524: flag=0x54, name=HcAcquireRadioForWdev, address=0x403868BC
5525: flag=0x54, name=HcCrossChannelCheck, address=0x40386970
5526: flag=0x54, name=hdev_resource_init, address=0x403869AC
5527: flag=0x54, name=hdev_ctrl_init, address=0x403869EC
5528: flag=0x54, name=hc_init_ACSChCtrl, address=0x40386AEC
5529: flag=0x54, name=hc_init_ACSChCtrlByBandIdx, address=0x40386B4C
5530: flag=0x54, name=hc_init_ChCtrl, address=0x40386BA0
5531: flag=0x54, name=HcShowChCtrlInfo, address=0x40386BE8
5532: flag=0x54, name=mtd_pci_get_resource_idx, address=0x40386EB8
